carID,brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
13728,ford, KA,2014,Manual,41127,Petrol,30,57.7,1.2,4500
15773,audi, RS5,2014,Automatic,49989,Petrol,555,26.4,4.2,26995
13839,merc, CLS Class,2016,Semi-Auto,23636,Diesel,160,51.4,3,22498
15965,bmw, X4,2015,Automatic,95408,Diesel,145,54.3,2,15199
12383,bmw, M4,2019,Semi-Auto,13,Petrol,145,32.5,3,48940
15382,vw, Caddy,2015,Manual,54641,Diesel,265,60.1,2,12490
12067,toyota, Verso,2013,Manual,55965,Petrol,205,42.8,1.6,8490
17869,bmw, X4,2017,Semi-Auto,18150,Diesel,200,47.9,3,25000
17283,merc, V Class,2019,Automatic,500,Diesel,145,38.2,2.1,27000
14738,toyota, Prius,2016,Automatic,32988,Hybrid,0,94.1,1.8,17995
16710,ford, KA,2007,Manual,50000,Petrol,160,45.6,1.3,1990
17070,vw, CC,2016,Semi-Auto,33810,Diesel,125,56.5,2,13495
14759,audi, A8,2018,Automatic,5289,Diesel,145,50.4,3,36990
15712,vw, Scirocco,2012,Manual,68580,Petrol,235,37.2,2,8990
15239,skoda, Scala,2019,Manual,3587,Petrol,145,49.6,1,17490
13615,vw, Caravelle,2014,Automatic,72000,Diesel,325,34.9,2,23950
19050,ford, Grand C-MAX,2012,Manual,58745,Petrol,200,40.9,1.6,6650
12344,bmw, M4,2019,Semi-Auto,2258,Petrol,145,34,3,48000
15528,bmw, X7,2019,Semi-Auto,1500,Diesel,150,33.6,3,64999
18816,merc, V Class,2019,Semi-Auto,2924,Diesel,145,44.8,2.2,36980
12868,hyundi, I800,2016,Automatic,55088,Diesel,330,33.6,2.5,12000
12387,vw, Beetle,2015,Manual,50000,Diesel,30,61.4,2,10995
15128,merc, V Class,2019,Automatic,3000,Diesel,150,37.2,2,43890
17866,skoda, Scala,2020,Semi-Auto,250,Petrol,145,47.1,1,17495
14840,ford, Galaxy,2017,Manual,35930,Diesel,125,56.5,2,18749
17381,merc, V Class,2016,Semi-Auto,24754,Diesel,235,44.8,2.2,32134
19407,ford, Puma,2019,Manual,1693,Petrol,145,50.4,1,19000
16812,ford, Grand C-MAX,2016,Manual,26611,Petrol,30,54.3,1,9991
13395,bmw, i3,2016,Automatic,59945,Hybrid,0,470.8,0,14900
13780,merc, S Class,2019,Automatic,1933,Diesel,145,40.4,3,55995
19274,merc, CLS Class,2016,Automatic,30744,Diesel,125,57.7,2.1,19480
19442,toyota, Prius,2019,Automatic,4000,Hybrid,135,235,1.8,21500
19230,bmw, M4,2019,Semi-Auto,5650,Petrol,145,32.5,3,47898
15469,vauxhall, Antara,2013,Manual,47600,Diesel,240,44.1,2.2,8990
12374,hyundi, IX20,2013,Manual,50227,Petrol,150,45.6,1.4,5690
16800,audi, A7,2016,Automatic,30122,Diesel,150,53.3,3,22450
18318,ford, Galaxy,2016,Manual,24758,Diesel,125,56.5,2,16500
16945,ford, Tourneo Custom,2015,Manual,30324,Diesel,235,43.5,2.2,15998
19271,merc, S Class,2018,Automatic,3728,Diesel,145,48.7,3,57899
17155,vw, CC,2016,Manual,74194,Diesel,125,55.4,2,10000
13963,vw, Amarok,2019,Automatic,7583,Diesel,260,28.3,3,37995
18724,skoda, Yeti,2015,Semi-Auto,36502,Petrol,125,51.4,1.2,9995
18465,hyundi, Santa Fe,2017,Manual,28507,Diesel,150,47.1,2.2,18000
14994,ford, Grand C-MAX,2015,Manual,28359,Diesel,125,60.1,1.6,8998
12025,merc, CLS Class,2019,Semi-Auto,3418,Diesel,145,47.9,2.9,45699
18901,vw, Arteon,2019,Automatic,6786,Petrol,145,32.8,2,29980
18966,bmw, 8 Series,2019,Automatic,5883,Petrol,145,33.6,3,62995
18895,merc, V Class,2019,Automatic,2582,Diesel,145,45.6,2.2,41730
15152,merc, V Class,2018,Manual,27222,Diesel,145,46.3,2.1,19998
12319,bmw, 6 Series,2017,Semi-Auto,25975,Diesel,160,51.4,3,23990
17225,toyota, Land Cruiser,2020,Automatic,3500,Diesel,145,30.1,2.8,50995
13346,merc, V Class,2016,Automatic,48000,Diesel,235,44.8,2.2,30449
18055,merc, V Class,2019,Automatic,11588,Diesel,145,45.6,2.2,38949
17464,merc, SLK,2015,Automatic,21078,Diesel,30,70.6,2.1,14900
14609,skoda, Yeti,2014,Manual,40224,Diesel,145,55.4,2,8990
18386,vauxhall, Combo Life,2019,Manual,4960,Diesel,145,53.3,1.5,14298
14364,toyota, Verso,2016,Manual,7674,Diesel,30,62.8,1.6,12230
17507,skoda, Kamiq,2019,Manual,3541,Diesel,145,56.5,1.6,20866
16548,bmw, M4,2020,Automatic,10,Petrol,150,34,3,49488
16822,audi, SQ5,2017,Automatic,20000,Petrol,145,34,3,37700
14049,ford, Galaxy,2016,Manual,28288,Diesel,125,56.5,2,17995
17232,hyundi, I40,2016,Manual,67654,Diesel,30,65.7,1.7,8599
15540,bmw, 6 Series,2017,Semi-Auto,23451,Diesel,200,49.6,3,22991
19621,hyundi, IX20,2017,Manual,15687,Petrol,125,50.4,1.4,8798
15359,ford, Edge,2017,Manual,41940,Diesel,145,47.9,2,19710
17003,skoda, Yeti,2016,Semi-Auto,24070,Petrol,125,51.4,1.2,10907
14379,ford, Grand C-MAX,2017,Manual,17509,Petrol,145,54.3,1,12931
16355,vauxhall, GTC,2016,Manual,48877,Diesel,30,67.3,1.6,8991
13732,bmw, X4,2020,Semi-Auto,1608,Petrol,145,26.9,3,45500
16025,hyundi, IX20,2016,Manual,8423,Petrol,125,50.4,1.4,8298
16079,bmw, M4,2015,Automatic,35284,Petrol,300,34,3,26499
16758,ford, Edge,2017,Semi-Auto,24224,Diesel,150,48.7,2,20999
14878,ford, Grand C-MAX,2018,Manual,21965,Petrol,145,54.3,1,11795
18745,bmw, M4,2016,Automatic,771,Petrol,300,33.2,3,99950
16876,skoda, Yeti,2016,Manual,36817,Diesel,30,62.8,2,11100
18567,toyota, GT86,2018,Manual,5260,Petrol,145,36.2,2,20695
16195,audi, Q8,2020,Automatic,1500,Diesel,145,32.8,3,63888
12124,merc, GL Class,2017,Automatic,30827,Diesel,200,47.9,2.1,27999
18949,bmw, i8,2015,Automatic,43102,Hybrid,0,134.5,1.5,42890
16723,bmw, 7 Series,2015,Automatic,52000,Diesel,145,56.5,3,25990
15419,vauxhall, Combo Life,2019,Automatic,564,Diesel,145,50.4,1.5,18000
19624,vw, Scirocco,2017,Semi-Auto,10419,Diesel,30,57.6,2,16400
15780,ford, Grand C-MAX,2015,Manual,49633,Diesel,30,64.2,1.5,8991
16766,vauxhall, Zafira Tourer,2015,Manual,29600,Diesel,30,62.7,1.6,9000
15207,vw, Arteon,2019,Semi-Auto,4110,Diesel,150,60.1,2,26990
13439,merc, S Class,2014,Automatic,26000,Petrol,555,28,5.5,41980
16261,bmw, Z4,2015,Semi-Auto,22583,Petrol,200,41.5,2,16450
14158,bmw, X4,2020,Automatic,10,Diesel,145,42.8,2,40995
14310,bmw, X6,2018,Semi-Auto,6100,Diesel,145,47.1,3,36995
19200,audi, A7,2019,Semi-Auto,76,Diesel,145,47.1,2,35998
18857,ford, KA,2018,Manual,10437,Petrol,150,57.7,1.2,9000
13586,merc, V Class,2018,Semi-Auto,2748,Diesel,145,44.8,2.2,36399
12658,ford, Grand C-MAX,2015,Manual,64000,Diesel,30,64.2,1.5,7999
15610,toyota, Prius,2010,Automatic,67662,Hybrid,0,70.6,1.8,8700
13938,hyundi, I40,2019,Manual,10,Diesel,145,52.3,1.6,16000
19324,merc, X-CLASS,2019,Automatic,3740,Diesel,260,35.8,2.3,31950
12352,toyota, Land Cruiser,2015,Semi-Auto,3790,Diesel,300,38.2,2.8,35695
15628,merc, V Class,2019,Automatic,1002,Diesel,145,36.2,2,44490
17102,merc, CLS Class,2019,Semi-Auto,8264,Diesel,145,48.7,2.9,36000
16890,bmw, 8 Series,2019,Semi-Auto,8200,Petrol,145,26.7,4.4,72990
13883,vw, Scirocco,2017,Manual,13464,Diesel,20,67.3,2,16998
18817,audi, Q8,2019,Automatic,8300,Petrol,145,26.4,3,58000
18544,audi, A8,2019,Automatic,16584,Petrol,145,37.7,3,33992
14185,skoda, Scala,2020,Automatic,2645,Diesel,145,54.3,1.6,22499
15381,ford, KA,2014,Manual,31935,Petrol,30,57.7,1.2,3334
13960,vw, Beetle,2009,Manual,69000,Petrol,265,36.2,1.6,5990
16712,merc, V Class,2016,Automatic,42000,Diesel,235,44.8,2.1,31995
17405,hyundi, IX20,2015,Manual,27027,Petrol,125,50.4,1.4,6498
14297,toyota, Prius,2017,Automatic,28031,Hybrid,0,94.1,1.8,19313
18077,merc, CLS Class,2017,Automatic,19926,Diesel,160,51.4,3,24913
17807,hyundi, IX20,2017,Manual,14962,Diesel,145,64.2,1.6,9390
18558,merc, M Class,2015,Automatic,68279,Diesel,300,39.2,3,18789
14931,merc, GLS Class,2020,Semi-Auto,2596,Diesel,145,30.4,3,66990
15234,ford, Galaxy,2017,Manual,32841,Diesel,125,56.5,2,17999
12396,merc, S Class,2019,Automatic,582,Hybrid,135,122.9,3,56499
13777,bmw, M4,2019,Semi-Auto,1348,Petrol,145,34,3,41990
13599,ford, Grand C-MAX,2019,Manual,9693,Diesel,145,57.7,1.5,14950
17233,merc, CLS Class,2018,Semi-Auto,5203,Diesel,145,48.7,2.9,33980
12223,ford, Galaxy,2017,Automatic,7743,Diesel,145,52.3,2,20627
15394,vw, Scirocco,2014,Manual,49943,Diesel,20,55.4,2,10499
15011,audi, RS6,2014,Automatic,59894,Petrol,555,28.8,4,37000
14051,merc, M Class,2004,Semi-Auto,165000,Petrol,330,20,3.7,1995
15209,vw, Scirocco,2015,Manual,21800,Diesel,20,55.4,2,12999
15532,hyundi, IX35,2014,Manual,52000,Diesel,145,53.3,1.7,7890
19044,audi, SQ7,2017,Automatic,30000,Diesel,145,39.2,4,51990
16102,merc, M Class,2013,Semi-Auto,56979,Diesel,200,44.8,2.1,16991
14308,vw, CC,2014,Semi-Auto,40348,Diesel,145,54.3,2,9960
13484,ford, Edge,2016,Manual,21476,Diesel,205,47.9,2,18700
12458,vw, Amarok,2019,Automatic,8000,Diesel,260,33.6,3,35990
12968,merc, CLS Class,2017,Automatic,32977,Diesel,145,51.4,3,21900
18776,bmw, X4,2016,Automatic,44352,Diesel,150,54.3,2,21400
18770,bmw, M4,2019,Semi-Auto,24,Petrol,145,34,3,45475
15283,skoda, Scala,2019,Automatic,3128,Petrol,145,44.8,1.5,18499
13539,ford, Grand C-MAX,2016,Manual,6679,Petrol,30,54.3,1,11495
12782,audi, RS5,2019,Automatic,4009,Petrol,145,29.7,2.9,55292
17196,toyota, Prius,2017,Automatic,24128,Hybrid,135,64.2,1.8,22990
13373,vw, Arteon,2019,Automatic,4596,Diesel,145,50.4,2,29450
17236,toyota, Prius,2017,Automatic,66661,Hybrid,135,85.6,1.8,16498
17209,bmw, 8 Series,2019,Semi-Auto,2395,Petrol,145,33.2,3,53980
13500,vw, Amarok,2019,Automatic,1956,Diesel,260,33.6,3,36995
14611,vw, Caravelle,2020,Semi-Auto,17,Diesel,145,33.6,2,49980
14904,audi, A8,2012,Automatic,64900,Diesel,300,38.2,4.2,13290
17224,bmw, M4,2019,Automatic,1466,Petrol,145,34,3,49999
17928,audi, RS6,2016,Semi-Auto,49050,Petrol,325,29.4,4,44985
13703,audi, A7,2016,Automatic,56670,Diesel,125,61.4,3,18999
19149,hyundi, Santa Fe,2016,Manual,10236,Diesel,200,47.1,2.2,17790
12370,bmw, Z4,2019,Semi-Auto,1561,Petrol,150,33.2,3,38850
13863,vw, Arteon,2020,Semi-Auto,1558,Diesel,145,50.4,2,31995
15482,toyota, Verso,2017,Manual,29973,Petrol,200,41.5,1.6,12750
16309,hyundi, I800,2018,Automatic,35050,Diesel,145,33.6,2.5,14990
14011,skoda, Rapid,2013,Manual,50257,Petrol,125,52.3,1.2,4591
15911,merc, V Class,2020,Semi-Auto,1000,Diesel,145,36.2,2,52999
18662,bmw, M3,2005,Manual,115000,Petrol,315,20.8,3.2,10999
19068,ford, Galaxy,2018,Semi-Auto,23836,Diesel,145,52.3,2,17995
17470,merc, V Class,2018,Manual,22740,Diesel,145,46.3,2.1,20998
12478,bmw, 7 Series,2016,Automatic,8814,Petrol,300,35.3,4.4,35480
17602,toyota, PROACE VERSO,2019,Automatic,9119,Diesel,145,38.7,2,28456
19577,skoda, Scala,2020,Semi-Auto,1000,Petrol,145,47.1,1,19990
13358,vw, Arteon,2019,Automatic,5114,Diesel,145,37.7,2,28990
14684,vw, Scirocco,2017,Manual,29234,Diesel,145,53.3,2,15990
19045,audi, A7,2019,Automatic,4288,Diesel,145,38.2,3,42500
17148,merc, CLS Class,2019,Semi-Auto,7036,Diesel,145,48.7,2.9,36490
14957,audi, A8,2018,Semi-Auto,11341,Diesel,145,48.7,3,36000
19076,hyundi, IX35,2013,Manual,47232,Diesel,200,48.7,2,7776
14974,vauxhall, Antara,2013,Manual,82059,Diesel,235,44.1,2.2,5495
16010,ford, KA,2013,Manual,40289,Petrol,30,57.7,1.2,4995
14731,vauxhall, GTC,2015,Manual,79205,Petrol,165,47.1,1.4,5498
15885,vw, Arteon,2018,Semi-Auto,31593,Diesel,150,52.3,2,18498
13602,audi, RS6,2017,Automatic,22558,Petrol,145,29.4,4,61700
17309,skoda, Scala,2019,Manual,3570,Petrol,145,49.6,1,14995
15787,merc, CLA Class,2016,Automatic,28863,Diesel,125,58.9,2.1,18000
13727,ford, Grand C-MAX,2015,Manual,30858,Petrol,30,54.3,1,9975
19182,toyota, Prius,2019,Automatic,3700,Hybrid,135,64.2,1.8,23998
16332,bmw, 6 Series,2017,Automatic,25338,Diesel,200,49.6,3,23750
18216,skoda, Scala,2019,Semi-Auto,20,Petrol,145,47.1,1,20495
12826,audi, RS3,2019,Semi-Auto,14585,Petrol,150,29.7,2.5,46990
16520,bmw, X7,2019,Semi-Auto,4900,Diesel,145,33.6,3,67000
18123,vw, Scirocco,2017,Semi-Auto,28349,Petrol,145,44.1,2,14990
18043,merc, CLA Class,2016,Manual,91000,Diesel,20,67.3,2.1,10993
15760,skoda, Yeti,2017,Semi-Auto,10345,Petrol,125,51.4,1.2,14400
17777,bmw, M2,2019,Semi-Auto,1797,Petrol,145,29.1,3,42351
19085,toyota, Avensis,2013,Manual,51504,Diesel,30,62.8,2,6625
15979,vw, Jetta,2015,Manual,69988,Diesel,20,70.6,2,7498
19206,ford, Mustang,2019,Automatic,11,Petrol,145,30.7,2.3,37300
12367,ford, Edge,2018,Automatic,24230,Diesel,145,47.9,2,21810
12778,vw, Arteon,2019,Automatic,9956,Petrol,145,47.1,2,26690
17850,bmw, X7,2019,Automatic,9811,Diesel,145,33.6,3,62850
13230,vw, Scirocco,2017,Semi-Auto,14151,Diesel,145,53.3,2,17120
15202,merc, CLS Class,2017,Semi-Auto,46943,Diesel,145,57.7,2.1,19799
17686,vw, Scirocco,2017,Manual,15586,Petrol,145,52.3,1.4,13999
15655,ford, Edge,2017,Automatic,23318,Diesel,145,48.7,2,23499
19437,bmw, 7 Series,2017,Automatic,22000,Petrol,150,22.1,6.6,52950
17703,hyundi, I40,2015,Manual,34572,Diesel,30,65.7,1.7,9298
19055,vw, Caddy Maxi Life,2019,Manual,3349,Diesel,145,57.7,2,19499
15206,bmw, 7 Series,2018,Semi-Auto,39196,Diesel,145,54.3,3,31322
17080,ford, KA,2013,Manual,32966,Petrol,30,57.7,1.2,3999
14712,toyota, Land Cruiser,2014,Automatic,60000,Diesel,540,29.7,4.5,44990
19289,ford, Galaxy,2017,Manual,37614,Diesel,125,56.5,2,17999
12477,ford, Puma,2020,Manual,1000,Petrol,150,49.6,1,22998
13277,audi, A7,2019,Semi-Auto,4000,Diesel,145,38.7,3,40000
15806,ford, Galaxy,2017,Automatic,19921,Diesel,145,52.3,2,18500
15226,vw, Amarok,2019,Automatic,8906,Diesel,260,33.6,3,32895
15744,vw, Arteon,2019,Semi-Auto,18000,Petrol,145,47.1,2,25990
16266,skoda, Rapid,2014,Manual,47989,Petrol,125,52.3,1.2,6016
17176,skoda, Yeti,2017,Automatic,27700,Other,145,51.4,1.2,14480
13674,bmw, i3,2017,Automatic,36429,Hybrid,0,470.8,0,18500
16709,toyota, Prius,2017,Automatic,52926,Hybrid,135,94.1,1.8,18000
14344,vw, Arteon,2018,Semi-Auto,11555,Petrol,145,47.1,2,21498
15942,bmw, i3,2017,Automatic,23956,Other,135,470.8,0.6,19500
15684,skoda, Scala,2019,Manual,3431,Petrol,150,49.6,1,14995
18298,bmw, X4,2019,Semi-Auto,12733,Diesel,150,37.2,3,38500
16629,audi, Q8,2019,Automatic,7000,Diesel,145,33.6,3,58450
14639,skoda, Kamiq,2019,Manual,1234,Petrol,145,47.1,1.5,19950
14653,skoda, Rapid,2019,Manual,12850,Petrol,145,58.9,1,9545
12904,toyota, Prius,2016,Automatic,24715,Hybrid,0,94.1,1.8,18495
14788,toyota, Avensis,2017,Manual,29271,Petrol,145,45.6,1.8,13486
13596,vauxhall, Zafira Tourer,2017,Automatic,15411,Petrol,145,40.9,1.4,12900
17792,merc, G Class,2019,Semi-Auto,8691,Diesel,150,11,3,102502
16691,vw, Caravelle,2019,Automatic,4000,Diesel,145,32.8,2,41990
19388,vw, Arteon,2018,Semi-Auto,7829,Diesel,145,60.1,2,24485
13840,hyundi, IX35,2013,Automatic,28000,Diesel,300,39.2,2,10488
15832,merc, GLS Class,2018,Automatic,16489,Diesel,145,37.2,3,43286
13687,skoda, Rapid,2014,Semi-Auto,36792,Petrol,145,35.3,1.4,7290
19023,vw, Scirocco,2015,Manual,28578,Petrol,125,52.3,1.4,10391
12670,merc, GL Class,2016,Automatic,14253,Diesel,325,36.2,3,35371
13362,vw, Scirocco,2017,Automatic,16614,Petrol,145,44.1,2,14999
18642,audi, A7,2019,Semi-Auto,7968,Diesel,145,38.7,3,37950
16642,vw, Tiguan Allspace,2020,Semi-Auto,6000,Diesel,145,38.7,2,32472
14134,merc, X-CLASS,2018,Automatic,3500,Diesel,250,35.8,2.3,28490
14833,bmw, 7 Series,2019,Semi-Auto,101,Diesel,145,41.5,3,48782
16483,ford, Grand C-MAX,2017,Manual,62833,Diesel,30,64.2,1.5,8450
15368,skoda, Scala,2019,Manual,4990,Petrol,145,49.6,1,15290
19488,audi, A7,2014,Automatic,42709,Diesel,200,47.9,3,16800
17508,bmw, M6,2016,Semi-Auto,26642,Petrol,555,28.5,4.4,35898
16687,merc, GL Class,2014,Manual,23888,Diesel,30,62.8,2.1,14499
14436,skoda, Rapid,2017,Manual,39000,Petrol,30,57.7,1.2,8690
13832,vw, Arteon,2019,Automatic,5043,Petrol,145,47.1,2,25991
19565,hyundi, I40,2017,Manual,9225,Diesel,145,65.7,1.7,11690
14637,ford, Edge,2017,Automatic,31000,Diesel,145,48.7,2,19499
16104,vw, Scirocco,2016,Automatic,41284,Diesel,30,57.6,2,15000
14196,merc, CLS Class,2018,Semi-Auto,18559,Diesel,145,48.7,2.9,33000
18184,ford, Edge,2019,Semi-Auto,9685,Diesel,145,37.2,2,29999
19436,bmw, M4,2020,Semi-Auto,6,Petrol,145,34,3,45990
16734,merc, S Class,2015,Automatic,8051,Petrol,325,31.7,4.7,36499
18041,vw, California,2019,Automatic,10080,Diesel,260,29.1,2,57991
12456,vw, Tiguan Allspace,2020,Semi-Auto,5000,Diesel,145,38.7,2,34250
16105,audi, S4,2007,Manual,101000,Petrol,555,20.3,4.2,5995
14469,vw, Beetle,2015,Manual,48000,Petrol,140,48.7,1.4,8990
16393,audi, A7,2019,Semi-Auto,13502,Diesel,150,47.1,2,31990
16461,bmw, 7 Series,2014,Automatic,59640,Diesel,160,50.4,3,13840
12766,bmw, M4,2019,Semi-Auto,9244,Petrol,145,32.5,3,44980
14193,toyota, Prius,2016,Automatic,31055,Hybrid,0,94.1,1.8,16890
13374,merc, M Class,2014,Automatic,50974,Diesel,300,39.2,3,19495
12681,ford, Puma,2020,Manual,2548,Petrol,150,50.4,1,20890
13644,merc, SLK,2014,Semi-Auto,50027,Diesel,145,56.5,2,11999
14805,hyundi, I40,2015,Manual,41050,Diesel,30,65.7,1.7,7480
17498,bmw, 7 Series,2019,Semi-Auto,7606,Diesel,145,44.8,3,50980
16881,bmw, M4,2020,Semi-Auto,105,Petrol,145,32.5,3,47950
14208,bmw, X4,2020,Semi-Auto,11,Diesel,145,37.2,3,44995
17008,skoda, Roomster,2015,Manual,24600,Diesel,125,60.1,1.6,7000
14139,skoda, Rapid,2017,Manual,10000,Petrol,150,57.7,1.2,8699
18007,skoda, Scala,2019,Semi-Auto,1211,Petrol,145,45.6,1.5,18000
12582,ford, Grand C-MAX,2016,Manual,29592,Diesel,30,64.2,1.5,9940
17596,skoda, Yeti,2014,Semi-Auto,14569,Petrol,160,44.8,1.2,11440
12597,ford, Grand C-MAX,2016,Manual,59478,Petrol,30,54.3,1,9351
12909,vw, Scirocco,2016,Automatic,25564,Diesel,30,57.6,2,13661
16121,skoda, Scala,2020,Semi-Auto,1000,Petrol,145,45.6,1.5,19999
13975,hyundi, IX35,2013,Manual,34500,Diesel,145,53.3,1.7,8200
13855,hyundi, IX20,2017,Manual,7609,Petrol,145,50.4,1.4,9670
15427,ford, Galaxy,2013,Manual,45987,Diesel,145,52.3,1.6,8790
14349,toyota, Prius,2017,Automatic,43960,Hybrid,0,94.1,1.8,17000
18368,toyota, Verso,2017,Semi-Auto,17145,Petrol,200,42.8,1.8,13495
14237,audi, RS3,2015,Semi-Auto,49000,Petrol,300,34.9,2.5,26795
14445,ford, Tourneo Connect,2019,Manual,4605,Diesel,145,61.4,1.5,19998
16338,audi, R8,2007,Automatic,39000,Petrol,515,21,4.2,42992
13260,hyundi, I800,2019,Automatic,1477,Diesel,145,31.7,2.5,19998
18235,vw, Scirocco,2018,Manual,10416,Diesel,145,55.4,2,19500
18754,hyundi, IX20,2016,Manual,8648,Petrol,125,50.4,1.4,8995
16727,toyota, Prius,2009,Automatic,57861,Hybrid,0,70.6,1.8,6850
15222,merc, X-CLASS,2017,Automatic,22500,Diesel,260,35.8,2.3,29990
14687,merc, CLS Class,2016,Semi-Auto,39652,Diesel,160,49.6,3,22450
13907,hyundi, IX20,2017,Automatic,9595,Petrol,160,43.5,1.6,10298
15066,vw, Caddy Maxi Life,2018,Manual,9626,Diesel,145,55.4,2,17499
14509,hyundi, IX20,2015,Manual,42858,Petrol,125,50.4,1.4,7295
14470,toyota, Avensis,2014,Manual,51353,Diesel,30,62.8,2,7485
17145,ford, Grand C-MAX,2012,Manual,71848,Petrol,200,40.9,1.6,5990
16379,merc, GLS Class,2017,Automatic,25605,Diesel,145,37.2,3,39498
14195,vauxhall, Zafira Tourer,2017,Automatic,15000,Petrol,200,40.9,1.4,12200
14214,hyundi, I40,2019,Manual,10,Diesel,145,52.3,1.6,19995
19454,vw, Beetle,2015,Manual,32800,Petrol,150,47.9,1.2,10950
16231,skoda, Rapid,2013,Manual,53472,Petrol,30,55.4,1.2,6295
13735,toyota, Land Cruiser,2019,Semi-Auto,22845,Diesel,150,30.1,2.8,42990
16984,hyundi, IX35,2014,Manual,64021,Diesel,145,53.3,1.7,6995
16512,bmw, i3,2017,Automatic,28169,Hybrid,0,470.8,0,23751
16506,bmw, 6 Series,2019,Semi-Auto,6081,Diesel,150,42.2,2,32785
18750,merc, GLS Class,2016,Automatic,42924,Diesel,300,37.2,3,33000
18646,ford, Mustang,2019,Semi-Auto,756,Petrol,150,22.6,5,42000
13476,hyundi, Santa Fe,2019,Semi-Auto,6918,Diesel,145,39.2,2.2,35995
15774,toyota, Prius,2017,Automatic,11996,Hybrid,0,94.1,1.8,19000
14446,hyundi, I800,2019,Automatic,14674,Diesel,145,31.7,2.5,19000
17483,bmw, Z4,2019,Semi-Auto,3140,Petrol,145,33.2,3,38156
16892,toyota, Land Cruiser,2013,Automatic,33000,Diesel,325,34.9,3,25350
18670,ford, Grand C-MAX,2017,Manual,12124,Diesel,30,64.2,1.5,11698
16107,merc, CLA Class,2016,Automatic,32150,Diesel,20,67.3,2.1,18980
17203,merc, V Class,2016,Manual,21981,Diesel,200,46.3,2.1,17998
19591,hyundi, IX35,2013,Manual,91001,Diesel,150,48.7,1.7,5698
17954,vw, Arteon,2019,Automatic,9000,Petrol,145,47.1,2,23990
13124,vw, Caddy Maxi Life,2017,Manual,25810,Diesel,125,58.9,2,15995
13718,hyundi, IX35,2013,Manual,56726,Diesel,150,48.7,1.7,6498
16213,ford, Grand C-MAX,2017,Manual,15077,Diesel,30,64.2,1.5,12500
14319,bmw, X4,2019,Semi-Auto,15118,Petrol,150,26.9,3,38000
15679,hyundi, Santa Fe,2017,Manual,26800,Diesel,145,47.1,2.2,18579
16236,merc, V Class,2010,Automatic,259000,Diesel,540,30.7,3,6949
15923,merc, S Class,2018,Semi-Auto,5147,Diesel,145,52.3,3,45842
12217,merc, GL Class,2018,Automatic,2880,Diesel,145,56.5,2.1,20999
19148,hyundi, I40,2017,Manual,34328,Diesel,145,67.3,1.7,10465
15640,vauxhall, Zafira Tourer,2017,Manual,27629,Petrol,200,42.2,1.4,10200
19409,bmw, X4,2019,Automatic,7555,Diesel,145,40.9,3,47541
12649,hyundi, I40,2015,Manual,31979,Diesel,30,65.7,1.7,8700
13866,merc, S Class,2019,Semi-Auto,1257,Petrol,145,34,4,87478
12684,merc, GLS Class,2019,Automatic,11663,Diesel,145,37.2,3,47980
17879,vw, Caddy Maxi Life,2019,Semi-Auto,13857,Diesel,145,54.3,2,18490
15966,audi, A8,2017,Automatic,15830,Diesel,200,47.1,3,25999
18691,hyundi, IX35,2015,Manual,67648,Diesel,145,54.3,1.7,7995
19122,hyundi, I800,2018,Manual,33887,Diesel,145,31.7,2.5,16299
14103,toyota, Hilux,2020,Automatic,5000,Diesel,260,2.8,2.4,30500
17948,vw, Scirocco,2017,Manual,19804,Petrol,145,47.1,2,15495
19543,merc, CLS Class,2017,Semi-Auto,36402,Diesel,160,51.4,3,22698
18185,vw, Arteon,2019,Semi-Auto,13005,Petrol,145,40.4,1.5,22995
13190,merc, GL Class,2017,Automatic,18345,Diesel,145,67.3,2.1,19499
15235,hyundi, IX20,2013,Manual,35300,Petrol,145,45.6,1.4,6000
19628,skoda, Rapid,2019,Manual,12850,Petrol,145,58.9,1,9545
17664,vauxhall, Combo Life,2019,Manual,7000,Diesel,145,53.3,1.5,13995
12505,vw, CC,2014,Manual,72719,Diesel,30,60.1,2,7627
18180,hyundi, Getz,2007,Manual,90800,Petrol,125,51.4,1.1,1295
17592,vw, Shuttle,2018,Manual,19712,Diesel,150,47.1,2,19498
18847,bmw, 7 Series,2016,Semi-Auto,20619,Diesel,145,54.3,3,29240
18038,skoda, Rapid,2015,Manual,76160,Diesel,0,67.3,1.6,6040
18039,bmw, 8 Series,2019,Automatic,10000,Diesel,145,40.4,3,55980
12063,ford, Edge,2016,Manual,52000,Diesel,200,47.9,2,17995
12671,toyota, Prius,2017,Automatic,36000,Hybrid,0,68.9,1.8,19995
13824,toyota, Camry,2019,Automatic,5059,Hybrid,135,52.3,2.5,27545
12305,vw, Scirocco,2015,Semi-Auto,46463,Diesel,125,53.3,2,11950
17365,audi, RS4,2019,Automatic,6000,Petrol,145,29.1,2.9,60990
12669,bmw, M4,2019,Semi-Auto,4500,Petrol,150,32.5,3,46950
18737,bmw, 6 Series,2013,Automatic,52635,Diesel,160,49.6,3,17339
17985,audi, R8,2014,Automatic,35000,Petrol,570,21.9,5.2,58450
15736,vw, Arteon,2019,Semi-Auto,5107,Diesel,150,62.8,2,24491
14614,vauxhall, GTC,2015,Manual,54071,Diesel,30,65.7,1.6,7990
12633,merc, GL Class,2015,Automatic,39775,Diesel,125,55.4,2.1,15999
